Data set,Best solution,Generation,Time
berlin52,9046.873321294524,400,5.148503065109253
berlin52,9037.34156720401,400,5.181655883789063
berlin52,8947.987030634966,400,5.200766086578369
berlin52,8671.37475724953,400,5.192487001419067
berlin52,8663.48154517721,400,5.968278884887695
berlin52,8633.530945618319,400,5.158200025558472
berlin52,8482.409886902793,400,5.184842109680176
berlin52,8476.472898395146,400,5.191452980041504
berlin52,8316.931836190217,400,5.1907501220703125
berlin52,8287.848547660295,400,5.190454959869385
