Data set,Best solution,Generation,Time
berlin52,9847.717633556123,200,2.6040430068969727
berlin52,9362.213932856592,200,2.5949978828430176
berlin52,9315.384829250668,200,2.5911459922790527
berlin52,9263.527496001498,200,2.5950422286987305
berlin52,9123.182811442724,200,2.583253860473633
berlin52,9093.488151731332,200,2.6190431118011475
berlin52,9075.10930249566,200,2.588486909866333
berlin52,8855.26124006473,200,2.608450174331665
berlin52,8753.761659401951,200,2.592881202697754
berlin52,8680.951158139778,200,2.59271502494812
berlin52,9046.873321294524,400,5.148503065109253
berlin52,9037.34156720401,400,5.181655883789063
berlin52,8947.987030634966,400,5.200766086578369
berlin52,8671.37475724953,400,5.192487001419067
berlin52,8663.48154517721,400,5.968278884887695
berlin52,8633.530945618319,400,5.158200025558472
berlin52,8482.409886902793,400,5.184842109680176
berlin52,8476.472898395146,400,5.191452980041504
berlin52,8316.931836190217,400,5.1907501220703125
berlin52,8287.848547660295,400,5.190454959869385
berlin52,8430.779247015145,600,7.745141744613647
berlin52,8376.106255020624,600,7.748288869857788
berlin52,8369.475398369634,600,7.836491107940674
berlin52,8358.144286598681,600,7.749200820922852
berlin52,8194.732235689748,600,7.7579638957977295
berlin52,8126.505676013436,600,7.7791759967803955
berlin52,8091.818666833402,600,7.750946044921875
berlin52,8074.721482106799,600,8.137233018875122
berlin52,8043.481739396968,600,7.850980997085571
berlin52,7774.924435916085,600,7.740256071090698
berlin52,8776.761874927946,800,10.35764217376709
berlin52,8533.553217290668,800,10.364584922790527
berlin52,8512.40798307589,800,10.444387912750244
berlin52,8493.060074337782,800,10.4214928150177
berlin52,8390.610535527738,800,10.368263244628906
berlin52,8332.252852783247,800,10.635102033615112
berlin52,8325.91450174212,800,10.344635009765623
berlin52,8209.907100345114,800,10.575369834899902
berlin52,8155.292753914177,800,11.690680742263794
berlin52,8065.83180922781,800,10.805124044418337
berlin52;8689,017313;100;12.86776614189148
berlin52;8661,218748;100;12.854611873626707
berlin52;8516,501348;100;12.827794075012209
berlin52;8389,456523;100;12.875821113586426
berlin52;8365,616076;100;12.921236038208008
berlin52;8301,663477;100;13.324464797973633
berlin52;8158,785091;100;12.951165914535522
berlin52;8067,012051;100;12.875616788864136
berlin52;7998,547795;100;12.90203094482422
berlin52;7967,344013;100;12.913508892059326

